,Şehir,İlçe,Cinsiyet,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlköğretim,Ortaokul veya dengi okul,Lise veya dengi okul,Yüksekokul veya fakülte,Yüksek lisans,Doktora,Bilinmeyen,Toplam
58,Antalya,Korkuteli,Kadın,316,2646,9328,2168,1134,3117,1798,87,17,83,20694
59,Antalya,Korkuteli,Toplam,385,3191,17186,4988,2976,7511,4210,279,41,145,40912
61,Antalya,Kumluca,Erkek,141,445,8432,4251,2498,5709,3575,239,24,86,25400
62,Antalya,Kumluca,Kadın,1088,1563,9862,3378,1646,4300,3030,162,29,91,25149
63,Antalya,Kumluca,Toplam,1229,2008,18294,7629,4144,10009,6605,401,53,177,50549
65,Antalya,Manavgat,Erkek,420,1655,15976,14777,8746,26565,12106,804,124,718,81891
66,Antalya,Manavgat,Kadın,2221,5438,20592,11369,6088,18792,11361,617,80,672,77230
67,Antalya,Manavgat,Toplam,2641,7093,36568,26146,14834,45357,23467,1421,204,1390,159121
69,Antalya,Muratpaşa,Erkek,392,1825,20406,19292,15239,56402,50578,4446,933,2352,171865
70,Antalya,Muratpaşa,Kadın,2872,6543,34608,14514,13739,54759,48647,4124,614,2963,183383
71,Antalya,Muratpaşa,Toplam,3264,8368,55014,33806,28978,111161,99225,8570,1547,5315,355248
73,Antalya,Serik,Erkek,108,1389,10442,8376,4669,13078,6005,356,42,296,44761
74,Antalya,Serik,Kadın,707,5301,13349,6300,3043,8511,5121,238,43,330,42943
75,Antalya,Serik,Toplam,815,6690,23791,14676,7712,21589,11126,594,85,626,87704
1,Ardahan,Ardahan Merkez,Erkek,257,448,2660,2252,1470,3902,2565,258,96,105,14013
2,Ardahan,Ardahan Merkez,Kadın,1506,779,3450,2028,1000,2477,1771,146,46,168,13371
3,Ardahan,Ardahan Merkez,Toplam,1763,1227,6110,4280,2470,6379,4336,404,142,273,27384
5,Ardahan,Çıldır,Erkek,119,168,1018,502,509,828,353,23,3,43,3566
6,Ardahan,Çıldır,Kadın,572,285,1203,346,261,410,244,17,4,77,3419
7,Ardahan,Çıldır,Toplam,691,453,2221,848,770,1238,597,40,7,120,6985
9,Ardahan,Damal,Erkek,53,102,818,619,326,452,236,24,1,21,2652
10,Ardahan,Damal,Kadın,401,226,720,284,155,162,96,8,0,14,2066
11,Ardahan,Damal,Toplam,454,328,1538,903,481,614,332,32,1,35,4718
13,Ardahan,Göle,Erkek,211,382,2519,1683,1272,2193,684,57,12,123,9136
14,Ardahan,Göle,Kadın,1314,664,2952,1245,712,1170,549,23,5,183,8817
15,Ardahan,Göle,Toplam,1525,1046,5471,2928,1984,3363,1233,80,17,306,17953
17,Ardahan,Hanak,Erkek,91,164,1129,535,486,839,259,26,4,21,3554
18,Ardahan,Hanak,Kadın,630,305,1270,343,258,410,175,9,4,23,3427
19,Ardahan,Hanak,Toplam,721,469,2399,878,744,1249,434,35,8,44,6981
21,Ardahan,Posof,Erkek,49,92,756,321,317,720,390,33,4,32,2714
22,Ardahan,Posof,Kadın,237,201,1127,312,184,304,231,14,2,58,2670
23,Ardahan,Posof,Toplam,286,293,1883,633,501,1024,621,47,6,90,5384
1,Artvin,Ardanuç,Erkek,45,128,1099,484,627,1486,671,37,2,9,4588
2,Artvin,Ardanuç,Kadın,231,376,1974,469,369,769,376,22,4,18,4608
3,Artvin,Ardanuç,Toplam,276,504,3073,953,996,2255,1047,59,6,27,9196
5,Artvin,Arhavi,Erkek,38,108,1331,930,937,2761,1648,106,26,26,7911
6,Artvin,Arhavi,Kadın,394,583,2303,636,784,2237,1236,77,15,38,8303
7,Artvin,Arhavi,Toplam,432,691,3634,1566,1721,4998,2884,183,41,64,16214
9,Artvin,Artvin Merkez,Erkek,75,116,1483,1270,1204,4878,3062,321,137,18,12564
10,Artvin,Artvin Merkez,Kadın,560,580,3159,1186,948,3312,2478,190,68,40,12521
11,Artvin,Artvin Merkez,Toplam,635,696,4642,2456,2152,8190,5540,511,205,58,25085
13,Artvin,Borçka,Erkek,96,170,1636,1624,934,2836,1166,58,15,15,8550
14,Artvin,Borçka,Kadın,689,737,2751,990,711,1647,825,41,6,32,8429
15,Artvin,Borçka,Toplam,785,907,4387,2614,1645,4483,1991,99,21,47,16979
17,Artvin,Hopa,Erkek,46,96,1291,1657,1283,3501,1719,121,31,35,9780
18,Artvin,Hopa,Kadın,707,544,2546,938,1028,2517,1517,82,20,62,9961
19,Artvin,Hopa,Toplam,753,640,3837,2595,2311,6018,3236,203,51,97,19741
21,Artvin,Kemalpaşa,Erkek,28,53,547,637,446,1168,436,16,2,7,3340
22,Artvin,Kemalpaşa,Kadın,307,306,980,304,331,784,357,15,0,24,3408
23,Artvin,Kemalpaşa,Toplam,335,359,1527,941,777,1952,793,31,2,31,6748
25,Artvin,Murgul,Erkek,15,25,326,259,258,1021,367,15,2,3,2291
26,Artvin,Murgul,Kadın,73,179,723,216,256,519,257,9,1,7,2240
27,Artvin,Murgul,Toplam,88,204,1049,475,514,1540,624,24,3,10,4531
29,Artvin,Şavşat,Erkek,129,277,2012,549,880,2489,1288,89,8,25,7746
30,Artvin,Şavşat,Kadın,725,719,3551,567,531,1187,507,42,6,43,7878
31,Artvin,Şavşat,Toplam,854,996,5563,1116,1411,3676,1795,131,14,68,15624
33,Artvin,Yusufeli,Erkek,162,331,2597,1047,975,2137,1108,71,7,32,8467
34,Artvin,Yusufeli,Kadın,826,935,3827,729,498,1123,671,35,6,40,8690
35,Artvin,Yusufeli,Toplam,988,1266,6424,1776,1473,3260,1779,106,13,72,17157
1,Aydın,Bozdoğan,Erkek,198,526,5685,2097,979,2095,1028,55,9,31,12703
2,Aydın,Bozdoğan,Kadın,1120,1335,6479,1491,543,1330,747,37,8,43,13133
3,Aydın,Bozdoğan,Toplam,1318,1861,12164,3588,1522,3425,1775,92,17,74,25836
5,Aydın,Buharkent,Erkek,35,162,1633,815,472,1067,406,23,3,16,4632
6,Aydın,Buharkent,Kadın,202,582,2027,648,291,763,347,10,6,15,4891
7,Aydın,Buharkent,Toplam,237,744,3660,1463,763,1830,753,33,9,31,9523
9,Aydın,Çine,Erkek,196,771,8056,3083,1576,3829,1943,121,13,23,19611
10,Aydın,Çine,Kadın,990,2539,9448,2028,916,2792,1601,64,12,18,20408
11,Aydın,Çine,Toplam,1186,3310,17504,5111,2492,6621,3544,185,25,41,40019
13,Aydın,Didim,Erkek,152,547,6519,4344,3890,9151,6435,423,81,1331,32873
14,Aydın,Didim,Kadın,890,1645,8286,3182,3121,8073,5452,330,35,1328,32342
15,Aydın,Didim,Toplam,1042,2192,14805,7526,7011,17224,11887,753,116,2659,65215
17,Aydın,Efeler,Erkek,549,1694,19864,17895,8394,26213,23155,2369,771,354,101258
18,Aydın,Efeler,Kadın,4212,5760,28409,14013,7177,24482,20862,2033,553,369,107870
19,Aydın,Efeler,Toplam,4761,7454,48273,31908,15571,50695,44017,4402,1324,723,209128
21,Aydın,Germencik,Erkek,126,713,5721,3552,1467,2622,1269,63,24,36,15593
22,Aydın,Germencik,Kadın,699,2144,6732,2511,1087,2071,1062,39,13,39,16397
23,Aydın,Germencik,Toplam,825,2857,12453,6063,2554,4693,2331,102,37,75,31990
25,Aydın,İncirliova,Erkek,206,766,5170,3540,1631,4329,1858,139,25,61,17725
26,Aydın,İncirliova,Kadın,1223,1859,5973,2615,1189,3841,1590,88,15,81,18474
27,Aydın,İncirliova,Toplam,1429,2625,11143,6155,2820,8170,3448,227,40,142,36199
29,Aydın,Karacasu,Erkek,71,289,2344,986,1086,1486,720,47,15,23,7067
30,Aydın,Karacasu,Kadın,439,940,3435,744,453,956,580,26,5,20,7598
31,Aydın,Karacasu,Toplam,510,1229,5779,1730,1539,2442,1300,73,20,43,14665
33,Aydın,Karpuzlu,Erkek,29,292,2210,748,333,576,279,16,2,0,4485
34,Aydın,Karpuzlu,Kadın,244,733,2406,518,169,369,176,6,2,3,4626
35,Aydın,Karpuzlu,Toplam,273,1025,4616,1266,502,945,455,22,4,3,9111
37,Aydın,Koçarlı,Erkek,105,493,3698,1744,730,1407,639,25,3,22,8866
38,Aydın,Koçarlı,Kadın,696,1389,3938,1109,557,986,490,19,3,17,9204
39,Aydın,Koçarlı,Toplam,801,1882,7636,2853,1287,2393,1129,44,6,39,18070
41,Aydın,Köşk,Erkek,47,400,4019,2407,1017,1492,621,27,9,11,10050
42,Aydın,Köşk,Kadın,321,859,4773,1942,602,1131,473,13,5,17,10136
43,Aydın,Köşk,Toplam,368,1259,8792,4349,1619,2623,1094,40,14,28,20186
45,Aydın,Kuşadası,Erkek,135,540,7314,5874,4448,13199,9224,651,138,994,42517
46,Aydın,Kuşadası,Kadın,679,1525,9988,3865,3848,12621,9039,584,94,891,43134
47,Aydın,Kuşadası,Toplam,814,2065,17302,9739,8296,25820,18263,1235,232,1885,85651
49,Aydın,Kuyucak,Erkek,72,354,3913,1627,1188,2119,1042,41,8,43,10407
50,Aydın,Kuyucak,Kadın,452,1144,4892,1226,743,1704,816,23,6,54,11060
51,Aydın,Kuyucak,Toplam,524,1498,8805,2853,1931,3823,1858,64,14,97,21467
53,Aydın,Nazilli,Erkek,387,1352,15810,9138,5172,12789,9604,676,133,218,55279
54,Aydın,Nazilli,Kadın,1823,5049,20620,7130,3884,11297,8304,504,90,247,58948
55,Aydın,Nazilli,Toplam,2210,6401,36430,16268,9056,24086,17908,1180,223,465,114227
57,Aydın,Söke,Erkek,262,1207,10950,8441,4347,11453,6449,409,74,153,43745
58,Aydın,Söke,Kadın,1674,3785,14223,5734,3334,10170,5951,320,44,137,45372
59,Aydın,Söke,Toplam,1936,4992,25173,14175,7681,21623,12400,729,118,290,89117
61,Aydın,Sultanhisar,Erkek,39,225,2868,1236,690,1516,812,44,7,20,7457
62,Aydın,Sultanhisar,Kadın,199,816,3614,952,509,1252,640,29,9,9,8029
63,Aydın,Sultanhisar,Toplam,238,1041,6482,2188,1199,2768,1452,73,16,29,15486
65,Aydın,Yenipazar,Erkek,26,237,1825,732,534,887,539,35,3,9,4827
66,Aydın,Yenipazar,Kadın,133,763,2248,626,353,702,398,18,4,12,5257
67,Aydın,Yenipazar,Toplam,159,1000,4073,1358,887,1589,937,53,7,21,10084
1,Ağrı,Ağrı Merkez,Erkek,1065,2727,6525,9088,4772,10881,6889,551,182,408,43088
2,Ağrı,Ağrı Merkez,Kadın,6475,6698,8761,5003,2670,6370,4321,198,80,756,41332
3,Ağrı,Ağrı Merkez,Toplam,7540,9425,15286,14091,7442,17251,11210,749,262,1164,84420
5,Ağrı,Diyadin,Erkek,499,1748,2918,2378,1327,1982,911,56,7,97,11923
6,Ağrı,Diyadin,Kadın,2553,2514,2394,1039,701,1029,610,22,1,117,10980
7,Ağrı,Diyadin,Toplam,3052,4262,5312,3417,2028,3011,1521,78,8,214,22903
9,Ağrı,Doğubayazıt,Erkek,1318,4658,9365,6749,3387,4625,2810,226,11,701,33850
10,Ağrı,Doğubayazıt,Kadın,7106,6636,6763,3461,2031,3552,2265,89,11,862,32776
11,Ağrı,Doğubayazıt,Toplam,8424,11294,16128,10210,5418,8177,5075,315,22,1563,66626
13,Ağrı,Eleşkirt,Erkek,331,839,2260,2482,1199,1877,831,67,8,240,10134
14,Ağrı,Eleşkirt,Kadın,1985,2027,2531,1327,524,742,470,22,8,240,9876
15,Ağrı,Eleşkirt,Toplam,2316,2866,4791,3809,1723,2619,1301,89,16,480,20010
17,Ağrı,Hamur,Erkek,247,637,1094,1192,503,923,337,27,7,75,5042
18,Ağrı,Hamur,Kadın,1047,1156,896,495,279,408,149,8,0,133,4571
19,Ağrı,Hamur,Toplam,1294,1793,1990,1687,782,1331,486,35,7,208,9613
21,Ağrı,Patnos,Erkek,1146,5341,8275,6556,3396,5040,2693,178,12,167,32804
22,Ağrı,Patnos,Kadın,5678,9655,6671,2724,1665,2211,1489,59,7,424,30583
23,Ağrı,Patnos,Toplam,6824,14996,14946,9280,5061,7251,4182,237,19,591,63387
25,Ağrı,Taşlıçay,Erkek,172,535,1365,1470,692,1075,424,23,5,66,5827
26,Ağrı,Taşlıçay,Kadın,988,1190,1353,730,372,509,281,7,5,69,5504
27,Ağrı,Taşlıçay,Toplam,1160,1725,2718,2200,1064,1584,705,30,10,135,11331
29,Ağrı,Tutak,Erkek,386,927,2288,2047,923,1466,581,46,1,203,8868
30,Ağrı,Tutak,Kadın,2257,1745,1882,872,426,493,359,18,1,264,8317
31,Ağrı,Tutak,Toplam,2643,2672,4170,2919,1349,1959,940,64,2,467,17185
1,Balıkesir,Altıeylül,Erkek,308,1046,13278,9228,5594,18129,14337,1301,449,267,63937
2,Balıkesir,Altıeylül,Kadın,1950,3224,21796,7162,4937,14175,11770,1018,257,286,66575
3,Balıkesir,Altıeylül,Toplam,2258,4270,35074,16390,10531,32304,26107,2319,706,553,130512
5,Balıkesir,Ayvalık,Erkek,193,690,7242,3198,2780,7864,5629,381,86,584,28647
6,Balıkesir,Ayvalık,Kadın,890,1402,9151,2388,2524,7776,5113,325,44,588,30201
7,Balıkesir,Ayvalık,Toplam,1083,2092,16393,5586,5304,15640,10742,706,130,1172,58848
9,Balıkesir,Balya,Erkek,117,420,2322,795,547,924,357,24,2,22,5530
10,Balıkesir,Balya,Kadın,345,826,3126,451,280,468,210,5,2,22,5735
11,Balıkesir,Balya,Toplam,462,1246,5448,1246,827,1392,567,29,4,44,11265
13,Balıkesir,Bandırma,Erkek,187,701,11840,7400,5448,16924,12167,800,152,348,55967
14,Balıkesir,Bandırma,Kadın,1022,2376,19619,6467,4322,13534,10142,602,84,363,58531
15,Balıkesir,Bandırma,Toplam,1209,3077,31459,13867,9770,30458,22309,1402,236,711,114498
17,Balıkesir,Bigadiç,Erkek,261,710,6359,3021,2107,3580,1868,130,12,101,18149
18,Balıkesir,Bigadiç,Kadın,1441,1371,9171,2095,1319,2246,1304,39,7,101,19094
19,Balıkesir,Bigadiç,Toplam,1702,2081,15530,5116,3426,5826,3172,169,19,202,37243
21,Balıkesir,Burhaniye,Erkek,237,624,5787,2740,2250,6008,4800,308,65,316,23135
22,Balıkesir,Burhaniye,Kadın,968,1244,8178,2126,1844,5420,4003,199,28,291,24301
23,Balıkesir,Burhaniye,Toplam,1205,1868,13965,4866,4094,11428,8803,507,93,607,47436
25,Balıkesir,Dursunbey,Erkek,319,1017,4784,2246,1357,2710,1353,80,10,24,13900
26,Balıkesir,Dursunbey,Kadın,1972,2011,5946,1765,874,1570,856,44,2,19,15059
27,Balıkesir,Dursunbey,Toplam,2291,3028,10730,4011,2231,4280,2209,124,12,43,28959
29,Balıkesir,Edremit,Erkek,356,1198,13836,7054,6060,16393,11882,843,142,988,58752
30,Balıkesir,Edremit,Kadın,1646,3239,20331,5502,5572,15199,9811,593,77,1040,63010
31,Balıkesir,Edremit,Toplam,2002,4437,34167,12556,11632,31592,21693,1436,219,2028,121762
33,Balıkesir,Erdek,Erkek,77,283,4093,1719,1392,3211,2174,140,22,184,13295
34,Balıkesir,Erdek,Kadın,387,671,5640,1155,1024,2887,1701,108,15,188,13776
35,Balıkesir,Erdek,Toplam,464,954,9733,2874,2416,6098,3875,248,37,372,27071
37,Balıkesir,Gömeç,Erkek,17,197,1810,725,580,1215,858,70,15,52,5539
38,Balıkesir,Gömeç,Kadın,154,457,2171,567,450,1124,737,46,11,51,5768
39,Balıkesir,Gömeç,Toplam,171,654,3981,1292,1030,2339,1595,116,26,103,11307
41,Balıkesir,Gönen,Erkek,306,1047,9397,4219,2811,6967,4021,247,29,63,29107
42,Balıkesir,Gönen,Kadın,1572,1952,13110,3237,2109,5063,2974,169,28,50,30264
43,Balıkesir,Gönen,Toplam,1878,2999,22507,7456,4920,12030,6995,416,57,113,59371
45,Balıkesir,Havran,Erkek,175,473,3928,2230,1027,1668,688,31,6,10,10236
46,Balıkesir,Havran,Kadın,562,1067,5039,1430,625,1234,450,17,2,38,10464
47,Balıkesir,Havran,Toplam,737,1540,8967,3660,1652,2902,1138,48,8,48,20700
49,Balıkesir,İvrindi,Erkek,309,892,4883,1778,1320,2636,1052,48,3,20,12941
50,Balıkesir,İvrindi,Kadın,1144,1341,6346,1456,842,1500,677,21,6,27,13360
51,Balıkesir,İvrindi,Toplam,1453,2233,11229,3234,2162,4136,1729,69,9,47,26301
53,Balıkesir,Karesi,Erkek,249,667,12900,8355,6279,19902,15016,1181,280,237,65066
54,Balıkesir,Karesi,Kadın,1340,2496,23033,7003,5371,16537,12245,858,176,208,69267
55,Balıkesir,Karesi,Toplam,1589,3163,35933,15358,11650,36439,27261,2039,456,445,134333
57,Balıkesir,Kepsut,Erkek,95,591,3445,1221,867,1461,591,49,6,27,8353
58,Balıkesir,Kepsut,Kadın,492,1342,4384,894,501,910,348,8,6,34,8919
59,Balıkesir,Kepsut,Toplam,587,1933,7829,2115,1368,2371,939,57,12,61,17272
61,Balıkesir,Manyas,Erkek,54,400,3218,867,841,1691,730,48,6,29,7884
62,Balıkesir,Manyas,Kadın,181,1048,3861,762,590,1134,539,26,3,17,8161
63,Balıkesir,Manyas,Toplam,235,1448,7079,1629,1431,2825,1269,74,9,46,16045
65,Balıkesir,Marmara,Erkek,30,95,1375,609,529,996,454,32,5,43,4168
66,Balıkesir,Marmara,Kadın,100,159,1556,418,303,757,352,21,5,41,3712
67,Balıkesir,Marmara,Toplam,130,254,2931,1027,832,1753,806,53,10,84,7880
69,Balıkesir,Savaştepe,Erkek,114,331,1927,1164,873,1764,774,47,3,18,7015
70,Balıkesir,Savaştepe,Kadın,609,697,3046,804,486,1054,510,27,1,23,7257
71,Balıkesir,Savaştepe,Toplam,723,1028,4973,1968,1359,2818,1284,74,4,41,14272
73,Balıkesir,Sındırgı,Erkek,250,923,5760,1577,1245,2670,1239,76,12,17,13769
74,Balıkesir,Sındırgı,Kadın,1255,2769,6576,1195,719,1635,812,39,4,48,15052
75,Balıkesir,Sındırgı,Toplam,1505,3692,12336,2772,1964,4305,2051,115,16,65,28821
77,Balıkesir,Susurluk,Erkek,109,473,4805,1767,1701,4233,1899,78,6,43,15114
78,Balıkesir,Susurluk,Kadın,609,1284,6929,1392,1169,3042,1518,66,9,64,16082
79,Balıkesir,Susurluk,Toplam,718,1757,11734,3159,2870,7275,3417,144,15,107,31196
1,Bartın,Amasra,Erkek,95,162,1599,1119,628,1252,679,39,3,43,5619
2,Bartın,Amasra,Kadın,447,649,2122,771,428,863,493,25,2,40,5840
3,Bartın,Amasra,Toplam,542,811,3721,1890,1056,2115,1172,64,5,83,11459
5,Bartın,Bartın Merkez,Erkek,818,1468,12817,12710,4619,13151,7816,746,230,347,54722
6,Bartın,Bartın Merkez,Kadın,3765,5846,17660,9545,4339,9229,6253,453,119,400,57609
7,Bartın,Bartın Merkez,Toplam,4583,7314,30477,22255,8958,22380,14069,1199,349,747,112331
9,Bartın,Kurucaşile,Erkek,102,147,883,563,214,479,217,16,6,27,2654
10,Bartın,Kurucaşile,Kadın,554,387,906,284,144,240,134,8,3,21,2681
11,Bartın,Kurucaşile,Toplam,656,534,1789,847,358,719,351,24,9,48,5335
13,Bartın,Ulus,Erkek,265,564,3247,1329,784,1588,750,46,4,55,8632
14,Bartın,Ulus,Kadın,1179,1799,3147,1204,423,834,469,14,2,60,9131
15,Bartın,Ulus,Toplam,1444,2363,6394,2533,1207,2422,1219,60,6,115,17763
1,Batman,Batman Merkez,Erkek,3040,6064,13621,28284,14322,35252,22717,2111,286,1031,126728
2,Batman,Batman Merkez,Kadın,17990,18207,23395,22767,9008,22171,14399,679,115,1723,130454
3,Batman,Batman Merkez,Toplam,21030,24271,37016,51051,23330,57423,37116,2790,401,2754,257182
5,Batman,Beşiri,Erkek,238,504,1397,2365,875,2076,844,35,6,57,8397
6,Batman,Beşiri,Kadın,1351,1861,1573,1847,430,1023,352,5,2,94,8538
7,Batman,Beşiri,Toplam,1589,2365,2970,4212,1305,3099,1196,40,8,151,16935
9,Batman,Gercüş,Erkek,399,331,1247,1232,601,1332,663,49,3,48,5905
10,Batman,Gercüş,Kadın,1385,1057,1261,1121,279,699,342,7,2,97,6250
11,Batman,Gercüş,Toplam,1784,1388,2508,2353,880,2031,1005,56,5,145,12155
13,Batman,Hasankeyf,Erkek,107,112,308,489,220,589,269,13,1,4,2112
14,Batman,Hasankeyf,Kadın,371,402,325,451,131,308,135,3,1,8,2135
15,Batman,Hasankeyf,Toplam,478,514,633,940,351,897,404,16,2,12,4247
17,Batman,Kozluk,Erkek,566,967,3185,4408,2089,3794,1700,86,7,42,16844
18,Batman,Kozluk,Kadın,2445,3876,3247,3054,1200,2513,1076,26,2,103,17542
19,Batman,Kozluk,Toplam,3011,4843,6432,7462,3289,6307,2776,112,9,145,34386
21,Batman,Sason,Erkek,455,835,1558,1958,849,1961,908,43,3,55,8625
22,Batman,Sason,Kadın,1560,2038,1232,1459,452,1024,718,24,1,73,8581
23,Batman,Sason,Toplam,2015,2873,2790,3417,1301,2985,1626,67,4,128,17206
1,Bayburt,Aydıntepe,Erkek,23,78,776,360,255,728,298,18,1,20,2557
2,Bayburt,Aydıntepe,Kadın,287,274,1030,378,129,340,151,1,4,23,2617
3,Bayburt,Aydıntepe,Toplam,310,352,1806,738,384,1068,449,19,5,43,5174
5,Bayburt,Bayburt Merkez,Erkek,259,645,4162,3370,2233,7446,3909,353,146,245,22768
6,Bayburt,Bayburt Merkez,Kadın,2345,1515,6252,3737,1448,4097,2245,177,50,252,22118
7,Bayburt,Bayburt Merkez,Toplam,2604,2160,10414,7107,3681,11543,6154,530,196,497,44886
9,Bayburt,Demirözü,Erkek,59,145,800,575,428,662,259,13,2,48,2991
10,Bayburt,Demirözü,Kadın,442,280,1100,479,187,347,166,8,1,38,3048
11,Bayburt,Demirözü,Toplam,501,425,1900,1054,615,1009,425,21,3,86,6039
1,Bilecik,Bilecik Merkez,Erkek,100,209,4406,3403,2630,8381,5166,483,162,65,25005
2,Bilecik,Bilecik Merkez,Kadın,577,605,7788,3078,2104,6021,4080,335,98,68,24754
3,Bilecik,Bilecik Merkez,Toplam,677,814,12194,6481,4734,14402,9246,818,260,133,49759
5,Bilecik,Bozüyük,Erkek,124,262,4958,3686,2931,10374,4257,310,33,60,26995
6,Bilecik,Bozüyük,Kadın,958,946,9040,3737,2351,6700,3423,203,24,61,27443
7,Bilecik,Bozüyük,Toplam,1082,1208,13998,7423,5282,17074,7680,513,57,121,54438
9,Bilecik,Gölpazarı,Erkek,90,158,1550,338,390,867,470,32,3,28,3926
10,Bilecik,Gölpazarı,Kadın,371,311,2161,228,230,476,242,17,0,19,4055
11,Bilecik,Gölpazarı,Toplam,461,469,3711,566,620,1343,712,49,3,47,7981
13,Bilecik,İnhisar,Erkek,20,26,507,93,103,145,69,1,0,0,964
14,Bilecik,İnhisar,Kadın,78,81,672,61,35,74,39,2,0,6,1048
15,Bilecik,İnhisar,Toplam,98,107,1179,154,138,219,108,3,0,6,2012
17,Bilecik,Osmaneli,Erkek,59,119,2141,1432,956,2175,929,43,19,17,7890
18,Bilecik,Osmaneli,Kadın,408,248,3196,1231,705,1445,715,32,10,15,8005
19,Bilecik,Osmaneli,Toplam,467,367,5337,2663,1661,3620,1644,75,29,32,15895
21,Bilecik,Pazaryeri,Erkek,41,51,1434,533,475,936,432,19,4,18,3943
22,Bilecik,Pazaryeri,Kadın,275,235,2134,436,249,550,256,11,3,17,4166
23,Bilecik,Pazaryeri,Toplam,316,286,3568,969,724,1486,688,30,7,35,8109
25,Bilecik,Söğüt,Erkek,38,62,1946,1176,867,1653,845,26,12,15,6640
26,Bilecik,Söğüt,Kadın,236,247,3184,785,584,1106,698,37,9,15,6901
27,Bilecik,Söğüt,Toplam,274,309,5130,1961,1451,2759,1543,63,21,30,13541
29,Bilecik,Yenipazar,Erkek,25,41,630,111,99,200,119,17,0,7,1249
30,Bilecik,Yenipazar,Kadın,129,95,804,68,65,90,70,7,0,7,1335
31,Bilecik,Yenipazar,Toplam,154,136,1434,179,164,290,189,24,0,14,2584
1,Bingöl,Adaklı,Erkek,295,354,877,535,279,549,281,24,1,20,3215
2,Bingöl,Adaklı,Kadın,855,559,694,398,101,208,116,2,0,17,2950
3,Bingöl,Adaklı,Toplam,1150,913,1571,933,380,757,397,26,1,37,6165
5,Bingöl,Bingöl Merkez,Erkek,1178,1879,6946,10084,4811,14376,10165,928,258,241,50866
6,Bingöl,Bingöl Merkez,Kadın,6118,5782,11173,7728,3795,10435,6352,329,89,220,52021
7,Bingöl,Bingöl Merkez,Toplam,7296,7661,18119,17812,8606,24811,16517,1257,347,461,102887
9,Bingöl,Genç,Erkek,458,936,2018,2341,1311,3304,1397,73,3,34,11875
10,Bingöl,Genç,Kadın,1908,2036,2246,1790,739,1865,775,18,2,60,11439
11,Bingöl,Genç,Toplam,2366,2972,4264,4131,2050,5169,2172,91,5,94,23314
13,Bingöl,Karlıova,Erkek,370,918,2635,2224,818,1637,698,37,0,93,9430
14,Bingöl,Karlıova,Kadın,1828,1888,2556,1532,384,706,348,20,3,149,9414
15,Bingöl,Karlıova,Toplam,2198,2806,5191,3756,1202,2343,1046,57,3,242,18844
17,Bingöl,Kiğı,Erkek,129,127,442,245,171,659,374,23,4,32,2206
18,Bingöl,Kiğı,Kadın,387,194,423,137,92,238,158,7,0,26,1662
19,Bingöl,Kiğı,Toplam,516,321,865,382,263,897,532,30,4,58,3868
21,Bingöl,Solhan,Erkek,363,826,1812,1946,1210,3298,1330,89,1,32,10907
22,Bingöl,Solhan,Kadın,1965,2234,1901,2018,596,1708,626,25,4,28,11105
23,Bingöl,Solhan,Toplam,2328,3060,3713,3964,1806,5006,1956,114,5,60,22012
25,Bingöl,Yayladere,Erkek,40,34,264,85,81,318,194,9,0,32,1057
26,Bingöl,Yayladere,Kadın,151,64,228,38,27,75,54,1,0,21,659
27,Bingöl,Yayladere,Toplam,191,98,492,123,108,393,248,10,0,53,1716
29,Bingöl,Yedisu,Erkek,60,48,273,235,155,285,121,8,0,14,1199
30,Bingöl,Yedisu,Kadın,251,116,252,117,65,109,61,1,1,13,986
31,Bingöl,Yedisu,Toplam,311,164,525,352,220,394,182,9,1,27,2185
1,Bitlis,Adilcevaz,Erkek,152,601,1866,1906,838,2323,1172,77,13,13,8961
2,Bitlis,Adilcevaz,Kadın,835,1489,2252,1606,663,1242,547,22,8,48,8712
3,Bitlis,Adilcevaz,Toplam,987,2090,4118,3512,1501,3565,1719,99,21,61,17673
5,Bitlis,Ahlat,Erkek,188,698,2235,2624,1206,3086,1473,94,25,86,11715
6,Bitlis,Ahlat,Kadın,1478,1979,2915,1959,769,1449,764,27,7,98,11445
7,Bitlis,Ahlat,Toplam,1666,2677,5150,4583,1975,4535,2237,121,32,184,23160
9,Bitlis,Bitlis Merkez,Erkek,410,776,2540,3771,2402,6170,4147,312,102,23,20653
10,Bitlis,Bitlis Merkez,Kadın,2524,2920,4165,3373,1375,3136,2187,109,55,64,19908
11,Bitlis,Bitlis Merkez,Toplam,2934,3696,6705,7144,3777,9306,6334,421,157,87,40561
13,Bitlis,Güroymak,Erkek,284,827,2465,3555,2045,2802,1230,70,9,12,13299
14,Bitlis,Güroymak,Kadın,2228,3056,2749,2010,675,1153,620,16,9,66,12582
15,Bitlis,Güroymak,Toplam,2512,3883,5214,5565,2720,3955,1850,86,18,78,25881
17,Bitlis,Hizan,Erkek,601,1103,1853,1920,1106,1978,975,59,1,47,9643
18,Bitlis,Hizan,Kadın,2448,2599,1750,1270,450,676,401,10,1,107,9712
19,Bitlis,Hizan,Toplam,3049,3702,3603,3190,1556,2654,1376,69,2,154,19355
21,Bitlis,Mutki,Erkek,509,1147,1976,2290,1107,1405,658,25,3,18,9138
